source,target
ChEMBL:109,OMIM:605115
ChEMBL:109,DOID:12269
ChEMBL:109,DOID:11271
ChEMBL:109,DOID:4285
ChEMBL:109,OMIM:614972
ChEMBL:109,OMIM:147480
ChEMBL:1201558,DOID:2048
ChEMBL:822,OMIM:613159
ChEMBL:822,OMIM:616414
ChEMBL:822,DOID:581
ChEMBL:822,OMIM:611773
ChEMBL:822,OMIM:219900
ChEMBL:822,OMIM:602114
ChEMBL:822,OMIM:609057
ChEMBL:822,OMIM:256120
ChEMBL:822,OMIM:256020
ChEMBL:822,OMIM:146255
ChEMBL:822,OMIM:172500
ChEMBL:822,OMIM:314000
ChEMBL:822,OMIM:182690
ChEMBL:822,DOID:782
ChEMBL:822,OMIM:219800
ChEMBL:822,DOID:0060878
ChEMBL:822,OMIM:209010
ChEMBL:822,OMIM:609469
ChEMBL:822,DOID:557
ChEMBL:822,DOID:11271
ChEMBL:822,OMIM:609886
ChEMBL:822,DOID:0111117
ChEMBL:822,OMIM:551200
ChEMBL:822,DOID:2388
ChEMBL:822,DOID:2980
ChEMBL:822,OMIM:613387
ChEMBL:822,OMIM:613282
ChEMBL:822,OMIM:617093
ChEMBL:822,DOID:409
ChEMBL:822,OMIM:219400
ChEMBL:822,DOID:0050082
ChEMBL:822,OMIM:235550
ChEMBL:822,OMIM:615486
ChEMBL:822,OMIM:605944
ChEMBL:822,DOID:9452
ChEMBL:822,OMIM:263200
ChEMBL:189,DOID:0060505
ChEMBL:189,DOID:0060056
ChEMBL:189,DOID:0060525
ChEMBL:189,DOID:0060527
ChEMBL:189,DOID:0060498
ChEMBL:189,DOID:0060057
ChEMBL:189,DOID:0060524
ChEMBL:189,DOID:0060512
ChEMBL:189,DOID:0060526
ChEMBL:189,DOID:0060523
ChEMBL:189,DOID:0060509
ChEMBL:189,DOID:0060516
ChEMBL:189,DOID:0060517
ChEMBL:189,DOID:0060515
ChEMBL:189,DOID:1204
ChEMBL:189,DOID:0060518
ChEMBL:189,DOID:0060514
ChEMBL:189,DOID:0060503
ChEMBL:189,OMIM:147540
ChEMBL:189,DOID:0060496
ChEMBL:189,DOID:0060506
ChEMBL:189,DOID:0060528
ChEMBL:189,DOID:0060520
ChEMBL:189,DOID:0060529
ChEMBL:189,DOID:0060510
ChEMBL:189,OMIM:108390
ChEMBL:189,DOID:0060513
ChEMBL:189,DOID:0060511
ChEMBL:189,DOID:0060531
ChEMBL:189,DOID:0060502
ChEMBL:189,DOID:0060504
ChEMBL:189,DOID:0060507
ChEMBL:189,DOID:0060530
ChEMBL:95,DOID:0060505
ChEMBL:95,DOID:0060056
ChEMBL:95,DOID:0060525
ChEMBL:95,DOID:0060527
ChEMBL:95,DOID:0060498
ChEMBL:95,DOID:0060057
ChEMBL:95,DOID:0060524
ChEMBL:95,DOID:0060512
ChEMBL:95,DOID:0060526
ChEMBL:95,DOID:0060523
ChEMBL:95,DOID:0060509
ChEMBL:95,DOID:0060516
ChEMBL:95,DOID:0060517
ChEMBL:95,DOID:0060515
ChEMBL:95,DOID:1204
ChEMBL:95,DOID:0060518
ChEMBL:95,DOID:0060514
ChEMBL:95,DOID:0060503
ChEMBL:95,OMIM:147540
ChEMBL:95,DOID:0060496
ChEMBL:95,DOID:0060506
ChEMBL:95,DOID:0060528
ChEMBL:95,DOID:0060520
ChEMBL:95,DOID:0060529
ChEMBL:95,DOID:0060510
ChEMBL:95,OMIM:108390
ChEMBL:95,DOID:0060513
ChEMBL:95,DOID:0060511
ChEMBL:95,DOID:0060531
ChEMBL:95,DOID:0060502
ChEMBL:95,DOID:0060504
ChEMBL:95,DOID:0060507
ChEMBL:95,DOID:0060530
ChEMBL:2220442,DOID:9878
ChEMBL:2220442,DOID:2177
ChEMBL:2220442,DOID:11711
ChEMBL:2220442,DOID:1257
ChEMBL:2220442,OMIM:605115
ChEMBL:2220442,DOID:12269
ChEMBL:2220442,DOID:11271
ChEMBL:2220442,DOID:4285
ChEMBL:2220442,OMIM:614972
ChEMBL:2220442,OMIM:147480
ChEMBL:2220442,OMIM:616483
ChEMBL:2220442,OMIM:613070
ChEMBL:2220442,OMIM:615438
ChEMBL:645,DOID:6000
ChEMBL:645,OMIM:119800
ChEMBL:645,DOID:0060828
ChEMBL:645,OMIM:178400
ChEMBL:645,DOID:11396
ChEMBL:645,DOID:9878
ChEMBL:645,DOID:2177
ChEMBL:645,DOID:11711
ChEMBL:645,DOID:1257
ChEMBL:645,OMIM:605115
ChEMBL:645,DOID:12269
ChEMBL:645,DOID:11271
ChEMBL:645,DOID:4285
ChEMBL:645,OMIM:614972
ChEMBL:645,OMIM:147480
ChEMBL:645,DOID:13884
ChEMBL:645,OMIM:608567
ChEMBL:645,OMIM:614090
ChEMBL:645,OMIM:163800
ChEMBL:1431,OMIM:613387
ChEMBL:1431,OMIM:613282
ChEMBL:1431,OMIM:617093
ChEMBL:1431,DOID:409
ChEMBL:1431,OMIM:219400
ChEMBL:1431,DOID:0050082
ChEMBL:1431,OMIM:235550
ChEMBL:1431,OMIM:615486
ChEMBL:1431,OMIM:605944
ChEMBL:1431,DOID:9452
ChEMBL:1431,OMIM:263200
ChEMBL:1431,OMIM:613845
ChEMBL:1431,OMIM:242530
ChEMBL:1431,OMIM:254900
ChEMBL:1431,OMIM:161900
ChEMBL:1431,OMIM:310468
ChEMBL:1431,DOID:9518
ChEMBL:1431,DOID:11705
ChEMBL:1431,DOID:1074
ChEMBL:1431,OMIM:210550
ChEMBL:553025,DOID:9878
ChEMBL:553025,DOID:2177
ChEMBL:553025,DOID:11711
ChEMBL:553025,DOID:1257
ChEMBL:553025,OMIM:605115
ChEMBL:553025,DOID:12269
ChEMBL:553025,DOID:11271
ChEMBL:553025,DOID:4285
ChEMBL:553025,OMIM:614972
ChEMBL:553025,OMIM:147480
ChEMBL:553025,OMIM:188020
ChEMBL:553025,OMIM:617441
ChEMBL:553025,OMIM:188000
ChEMBL:553025,OMIM:300367
ChEMBL:553025,OMIM:188025
ChEMBL:553025,OMIM:314000
ChEMBL:553025,OMIM:616216
ChEMBL:553025,DOID:1588
ChEMBL:553025,OMIM:273900
ChEMBL:553025,OMIM:166990
ChEMBL:553025,OMIM:612004
ChEMBL:553025,OMIM:313900
ChEMBL:553025,OMIM:616937
ChEMBL:553025,DOID:1587
ChEMBL:553025,OMIM:314050
ChEMBL:553025,OMIM:137560
ChEMBL:553025,OMIM:300835
ChEMBL:553025,OMIM:607847
ChEMBL:553025,DOID:0060551
ChEMBL:553025,OMIM:257100
ChEMBL:553025,OMIM:616022
ChEMBL:553025,OMIM:617014
ChEMBL:553025,OMIM:615285
ChEMBL:553025,OMIM:613107
ChEMBL:553025,OMIM:162700
ChEMBL:553025,OMIM:300299
ChEMBL:553025,OMIM:610738
ChEMBL:553025,DOID:1227
ChEMBL:553025,OMIM:616271
ChEMBL:553025,OMIM:612541
ChEMBL:553025,OMIM:258360
ChEMBL:553025,DOID:0110003
ChEMBL:553025,OMIM:202700
ChEMBL:553025,OMIM:604173
ChEMBL:218490,OMIM:613845
ChEMBL:218490,OMIM:242530
ChEMBL:218490,OMIM:254900
ChEMBL:218490,OMIM:161900
ChEMBL:218490,OMIM:310468
ChEMBL:218490,DOID:9518
ChEMBL:218490,DOID:11705
ChEMBL:218490,DOID:1074
ChEMBL:218490,OMIM:210550
ChEMBL:602,DOID:9878
ChEMBL:602,DOID:2177
ChEMBL:602,DOID:11711
ChEMBL:602,DOID:1257
ChEMBL:602,OMIM:605115
ChEMBL:602,DOID:12269
ChEMBL:602,DOID:11271
ChEMBL:602,DOID:4285
ChEMBL:602,OMIM:614972
ChEMBL:602,OMIM:147480
ChEMBL:1165,DOID:9878
ChEMBL:1165,DOID:2177
ChEMBL:1165,DOID:11711
ChEMBL:1165,DOID:1257
ChEMBL:1165,OMIM:605115
ChEMBL:1165,DOID:12269
ChEMBL:1165,DOID:11271
ChEMBL:1165,DOID:4285
ChEMBL:1165,OMIM:614972
ChEMBL:1165,OMIM:147480
ChEMBL:1165,OMIM:605635
ChEMBL:1165,OMIM:103900
ChEMBL:1165,OMIM:613677
ChEMBL:1165,OMIM:617027
ChEMBL:1165,DOID:446
ChEMBL:1165,OMIM:300909
ChEMBL:1165,DOID:1558
ChEMBL:1165,OMIM:106100
ChEMBL:1165,OMIM:610618
ChEMBL:1139,DOID:6000
ChEMBL:1139,OMIM:119800
ChEMBL:1139,DOID:0060828
ChEMBL:481,DOID:9878
ChEMBL:481,DOID:2177
ChEMBL:481,DOID:11711
ChEMBL:481,DOID:1257
ChEMBL:481,OMIM:605115
ChEMBL:481,DOID:12269
ChEMBL:481,DOID:11271
ChEMBL:481,DOID:4285
ChEMBL:481,OMIM:614972
ChEMBL:481,OMIM:147480
ChEMBL:888,DOID:9878
ChEMBL:888,DOID:2177
ChEMBL:888,DOID:11711
ChEMBL:888,DOID:1257
ChEMBL:888,OMIM:605115
ChEMBL:888,DOID:12269
ChEMBL:888,DOID:11271
ChEMBL:888,DOID:4285
ChEMBL:888,OMIM:614972
ChEMBL:888,OMIM:147480
ChEMBL:84,OMIM:188020
ChEMBL:84,OMIM:617441
ChEMBL:84,OMIM:188000
ChEMBL:84,OMIM:300367
ChEMBL:84,OMIM:188025
ChEMBL:84,OMIM:314000
ChEMBL:84,OMIM:616216
ChEMBL:84,DOID:1588
ChEMBL:84,OMIM:273900
ChEMBL:84,OMIM:166990
ChEMBL:84,OMIM:612004
ChEMBL:84,OMIM:313900
ChEMBL:84,OMIM:616937
ChEMBL:84,DOID:1587
ChEMBL:84,OMIM:314050
ChEMBL:84,OMIM:137560
ChEMBL:84,OMIM:300835
ChEMBL:84,OMIM:607847
ChEMBL:84,DOID:0060551
ChEMBL:84,OMIM:257100
ChEMBL:84,OMIM:616022
ChEMBL:84,OMIM:617014
ChEMBL:84,OMIM:615285
ChEMBL:84,OMIM:613107
ChEMBL:84,OMIM:162700
ChEMBL:84,OMIM:300299
ChEMBL:84,OMIM:610738
ChEMBL:84,DOID:1227
ChEMBL:84,OMIM:616271
ChEMBL:84,OMIM:612541
ChEMBL:84,OMIM:258360
ChEMBL:84,DOID:0110003
ChEMBL:84,OMIM:202700
ChEMBL:84,OMIM:604173
ChEMBL:84,DOID:9878
ChEMBL:84,DOID:2177
ChEMBL:84,DOID:11711
ChEMBL:84,DOID:1257
ChEMBL:84,OMIM:605115
ChEMBL:84,DOID:12269
ChEMBL:84,DOID:11271
ChEMBL:84,DOID:4285
ChEMBL:84,OMIM:614972
ChEMBL:84,OMIM:147480
ChEMBL:1487,DOID:9878
ChEMBL:1487,DOID:2177
ChEMBL:1487,DOID:11711
ChEMBL:1487,DOID:1257
ChEMBL:1487,OMIM:605115
ChEMBL:1487,DOID:12269
ChEMBL:1487,DOID:11271
ChEMBL:1487,DOID:4285
ChEMBL:1487,OMIM:614972
ChEMBL:1487,OMIM:147480
ChEMBL:1487,OMIM:616483
ChEMBL:1487,OMIM:613070
ChEMBL:1487,OMIM:615438
ChEMBL:1201212,DOID:0050892
ChEMBL:1201212,DOID:0050771
ChEMBL:1201212,OMIM:171300
ChEMBL:1201212,OMIM:162240
ChEMBL:1201212,OMIM:171420
ChEMBL:1201212,DOID:0060505
ChEMBL:1201212,DOID:0060056
ChEMBL:1201212,DOID:0060525
ChEMBL:1201212,DOID:0060527
ChEMBL:1201212,DOID:0060498
ChEMBL:1201212,DOID:0060057
ChEMBL:1201212,DOID:0060524
ChEMBL:1201212,DOID:0060512
ChEMBL:1201212,DOID:0060526
ChEMBL:1201212,DOID:0060523
ChEMBL:1201212,DOID:0060509
ChEMBL:1201212,DOID:0060516
ChEMBL:1201212,DOID:0060517
ChEMBL:1201212,DOID:0060515
ChEMBL:1201212,DOID:1204
ChEMBL:1201212,DOID:0060518
ChEMBL:1201212,DOID:0060514
ChEMBL:1201212,DOID:0060503
ChEMBL:1201212,OMIM:147540
ChEMBL:1201212,DOID:0060496
ChEMBL:1201212,DOID:0060506
ChEMBL:1201212,DOID:0060528
ChEMBL:1201212,DOID:0060520
ChEMBL:1201212,DOID:0060529
ChEMBL:1201212,DOID:0060510
ChEMBL:1201212,OMIM:108390
ChEMBL:1201212,DOID:0060513
ChEMBL:1201212,DOID:0060511
ChEMBL:1201212,DOID:0060531
ChEMBL:1201212,DOID:0060502
ChEMBL:1201212,DOID:0060504
ChEMBL:1201212,DOID:0060507
ChEMBL:1201212,DOID:0060530
ChEMBL:1201212,DOID:10824
ChEMBL:1201212,DOID:757
ChEMBL:1201212,DOID:12839
ChEMBL:1201212,DOID:7997
ChEMBL:1201212,OMIM:616117
ChEMBL:1201212,DOID:114
ChEMBL:1201212,DOID:10273
ChEMBL:502,DOID:0060505
ChEMBL:502,DOID:0060056
ChEMBL:502,DOID:0060525
ChEMBL:502,DOID:0060527
ChEMBL:502,DOID:0060498
ChEMBL:502,DOID:0060057
ChEMBL:502,DOID:0060524
ChEMBL:502,DOID:0060512
ChEMBL:502,DOID:0060526
ChEMBL:502,DOID:0060523
ChEMBL:502,DOID:0060509
ChEMBL:502,DOID:0060516
ChEMBL:502,DOID:0060517
ChEMBL:502,DOID:0060515
ChEMBL:502,DOID:1204
ChEMBL:502,DOID:0060518
ChEMBL:502,DOID:0060514
ChEMBL:502,DOID:0060503
ChEMBL:502,OMIM:147540
ChEMBL:502,DOID:0060496
ChEMBL:502,DOID:0060506
ChEMBL:502,DOID:0060528
ChEMBL:502,DOID:0060520
ChEMBL:502,DOID:0060529
ChEMBL:502,DOID:0060510
ChEMBL:502,OMIM:108390
ChEMBL:502,DOID:0060513
ChEMBL:502,DOID:0060511
ChEMBL:502,DOID:0060531
ChEMBL:502,DOID:0060502
ChEMBL:502,DOID:0060504
ChEMBL:502,DOID:0060507
ChEMBL:502,DOID:0060530
ChEMBL:584,DOID:9281
ChEMBL:584,OMIM:261600
ChEMBL:990,DOID:0060505
ChEMBL:990,DOID:0060056
ChEMBL:990,DOID:0060525
ChEMBL:990,DOID:0060527
ChEMBL:990,DOID:0060498
ChEMBL:990,DOID:0060057
ChEMBL:990,DOID:0060524
ChEMBL:990,DOID:0060512
ChEMBL:990,DOID:0060526
ChEMBL:990,DOID:0060523
ChEMBL:990,DOID:0060509
ChEMBL:990,DOID:0060516
ChEMBL:990,DOID:0060517
ChEMBL:990,DOID:0060515
ChEMBL:990,DOID:1204
ChEMBL:990,DOID:0060518
ChEMBL:990,DOID:0060514
ChEMBL:990,DOID:0060503
ChEMBL:990,OMIM:147540
ChEMBL:990,DOID:0060496
ChEMBL:990,DOID:0060506
ChEMBL:990,DOID:0060528
ChEMBL:990,DOID:0060520
ChEMBL:990,DOID:0060529
ChEMBL:990,DOID:0060510
ChEMBL:990,OMIM:108390
ChEMBL:990,DOID:0060513
ChEMBL:990,DOID:0060511
ChEMBL:990,DOID:0060531
ChEMBL:990,DOID:0060502
ChEMBL:990,DOID:0060504
ChEMBL:990,DOID:0060507
ChEMBL:990,DOID:0060530
ChEMBL:1077896,DOID:2563
ChEMBL:1077896,DOID:8765
ChEMBL:1077896,DOID:0111073
ChEMBL:1077896,DOID:0111074
ChEMBL:1077896,DOID:0111076
ChEMBL:1077896,OMIM:604559
ChEMBL:1077896,DOID:0111075
ChEMBL:1077896,OMIM:140400
ChEMBL:1077896,OMIM:113900
ChEMBL:1077896,OMIM:234700
ChEMBL:716,DOID:1247
ChEMBL:716,OMIM:613387
ChEMBL:716,OMIM:613282
ChEMBL:716,OMIM:617093
ChEMBL:716,DOID:409
ChEMBL:716,OMIM:219400
ChEMBL:716,DOID:0050082
ChEMBL:716,OMIM:235550
ChEMBL:716,OMIM:615486
ChEMBL:716,OMIM:605944
ChEMBL:716,DOID:9452
ChEMBL:716,OMIM:263200
ChEMBL:1771,DOID:1247
ChEMBL:1771,DOID:0111046
ChEMBL:1771,DOID:0060691
ChEMBL:1771,OMIM:614519
ChEMBL:1771,DOID:0111048
ChEMBL:1771,DOID:0111057
ChEMBL:1771,DOID:0111053
ChEMBL:1771,DOID:0111055
ChEMBL:1771,DOID:0111051
ChEMBL:1771,DOID:0111047
ChEMBL:1771,DOID:0111045
ChEMBL:1771,DOID:0111049
ChEMBL:1771,DOID:0111058
ChEMBL:1771,DOID:0060692
ChEMBL:81,DOID:9878
ChEMBL:81,DOID:2177
ChEMBL:81,DOID:11711
ChEMBL:81,DOID:1257
ChEMBL:81,OMIM:605115
ChEMBL:81,DOID:12269
ChEMBL:81,DOID:11271
ChEMBL:81,DOID:4285
ChEMBL:81,OMIM:614972
ChEMBL:81,OMIM:147480
ChEMBL:1278,DOID:341
ChEMBL:1278,DOID:0050830
ChEMBL:1278,DOID:0111151
ChEMBL:1278,OMIM:613159
ChEMBL:1278,OMIM:616414
ChEMBL:1278,DOID:581
ChEMBL:1278,OMIM:611773
ChEMBL:1278,OMIM:219900
ChEMBL:1278,OMIM:602114
ChEMBL:1278,OMIM:609057
ChEMBL:1278,OMIM:256120
ChEMBL:1278,OMIM:256020
ChEMBL:1278,OMIM:146255
ChEMBL:1278,OMIM:172500
ChEMBL:1278,OMIM:314000
ChEMBL:1278,OMIM:182690
ChEMBL:1278,DOID:782
ChEMBL:1278,OMIM:219800
ChEMBL:1278,DOID:0060878
ChEMBL:1278,OMIM:209010
ChEMBL:1278,OMIM:609469
ChEMBL:1278,DOID:557
ChEMBL:1278,DOID:11271
ChEMBL:1278,OMIM:609886
ChEMBL:1278,DOID:0111117
ChEMBL:1278,OMIM:551200
ChEMBL:1278,DOID:2388
ChEMBL:1278,DOID:2980
ChEMBL:1278,DOID:9653
ChEMBL:1278,OMIM:604329
ChEMBL:1278,OMIM:145500
ChEMBL:1278,OMIM:112410
ChEMBL:1278,OMIM:161900
ChEMBL:1278,OMIM:500005
ChEMBL:1278,OMIM:610948
ChEMBL:1278,OMIM:610262
ChEMBL:1278,OMIM:610261
ChEMBL:1278,OMIM:166990
ChEMBL:1278,OMIM:605115
ChEMBL:1278,DOID:10763
ChEMBL:1278,DOID:11271
ChEMBL:1278,OMIM:608622
ChEMBL:1278,OMIM:607329
ChEMBL:1278,OMIM:608742
ChEMBL:1278,OMIM:611014
ChEMBL:1278,OMIM:603918
ChEMBL:1278,OMIM:613387
ChEMBL:1278,OMIM:613282
ChEMBL:1278,OMIM:617093
ChEMBL:1278,DOID:409
ChEMBL:1278,OMIM:219400
ChEMBL:1278,DOID:0050082
ChEMBL:1278,OMIM:235550
ChEMBL:1278,OMIM:615486
ChEMBL:1278,OMIM:605944
ChEMBL:1278,DOID:9452
ChEMBL:1278,OMIM:263200
ChEMBL:1278,DOID:5843
ChEMBL:1278,OMIM:608557
ChEMBL:1278,DOID:5848
ChEMBL:1278,DOID:5844
ChEMBL:1278,OMIM:608446
ChEMBL:1278,OMIM:540000
ChEMBL:1278,OMIM:606799
ChEMBL:1278,DOID:6713
ChEMBL:1278,OMIM:601367
ChEMBL:1655,DOID:9878
ChEMBL:1655,DOID:2177
ChEMBL:1655,DOID:11711
ChEMBL:1655,DOID:1257
ChEMBL:1655,OMIM:605115
ChEMBL:1655,DOID:12269
ChEMBL:1655,DOID:11271
ChEMBL:1655,DOID:4285
ChEMBL:1655,OMIM:614972
ChEMBL:1655,OMIM:147480
ChEMBL:1419,DOID:6000
ChEMBL:1419,OMIM:119800
ChEMBL:1419,DOID:0060828
ChEMBL:1419,DOID:0060339
ChEMBL:1419,DOID:0060339
ChEMBL:1419,OMIM:617173
ChEMBL:1419,OMIM:115000
ChEMBL:1419,OMIM:616878
ChEMBL:1419,OMIM:600919
ChEMBL:1419,OMIM:616201
ChEMBL:1419,OMIM:617182
ChEMBL:1419,DOID:8689
ChEMBL:1419,OMIM:606788
ChEMBL:1419,OMIM:540000
ChEMBL:1419,OMIM:606799
ChEMBL:1419,DOID:6713
ChEMBL:1419,OMIM:601367
ChEMBL:1419,DOID:9653
ChEMBL:1419,OMIM:604329
ChEMBL:1419,OMIM:145500
ChEMBL:1419,OMIM:112410
ChEMBL:1419,OMIM:161900
ChEMBL:1419,OMIM:500005
ChEMBL:1419,OMIM:610948
ChEMBL:1419,OMIM:610262
ChEMBL:1419,OMIM:610261
ChEMBL:1419,OMIM:166990
ChEMBL:1419,OMIM:605115
ChEMBL:1419,DOID:10763
ChEMBL:1419,DOID:11271
ChEMBL:1419,OMIM:608622
ChEMBL:1419,OMIM:607329
ChEMBL:1419,OMIM:608742
ChEMBL:1419,OMIM:611014
ChEMBL:1419,OMIM:603918
ChEMBL:1382,OMIM:267760
ChEMBL:1382,DOID:13550
ChEMBL:1382,DOID:1405
ChEMBL:1382,DOID:8437
ChEMBL:1382,DOID:0060505
ChEMBL:1382,DOID:0060056
ChEMBL:1382,DOID:0060525
ChEMBL:1382,DOID:0060527
ChEMBL:1382,DOID:0060498
ChEMBL:1382,DOID:0060057
ChEMBL:1382,DOID:0060524
ChEMBL:1382,DOID:0060512
ChEMBL:1382,DOID:0060526
ChEMBL:1382,DOID:0060523
ChEMBL:1382,DOID:0060509
ChEMBL:1382,DOID:0060516
ChEMBL:1382,DOID:0060517
ChEMBL:1382,DOID:0060515
ChEMBL:1382,DOID:1204
ChEMBL:1382,DOID:0060518
ChEMBL:1382,DOID:0060514
ChEMBL:1382,DOID:0060503
ChEMBL:1382,OMIM:147540
ChEMBL:1382,DOID:0060496
ChEMBL:1382,DOID:0060506
ChEMBL:1382,DOID:0060528
ChEMBL:1382,DOID:0060520
ChEMBL:1382,DOID:0060529
ChEMBL:1382,DOID:0060510
ChEMBL:1382,OMIM:108390
ChEMBL:1382,DOID:0060513
