count,source,target
2,ChEMBL:1009,DOID:13413
1,ChEMBL:1009,DOID:14250
1,ChEMBL:1009,DOID:14332
1,ChEMBL:1009,DOID:14464
1,ChEMBL:1009,DOID:1969
3,ChEMBL:1009,DOID:2449
1,ChEMBL:1009,DOID:2769
1,ChEMBL:1009,DOID:4990
1,ChEMBL:1009,DOID:6675
2,ChEMBL:1009,DOID:749
1,ChEMBL:1009,DOID:77
1,ChEMBL:1009,DOID:7997
1,ChEMBL:1009,DOID:863
1,ChEMBL:1009,DOID:8906
1,ChEMBL:1009,DOID:9061
1,ChEMBL:1009,DOID:9207
1,ChEMBL:1009,DOID:9279
2,ChEMBL:1009,OMIM:118700
60,ChEMBL:1009,OMIM:125320
3,ChEMBL:1009,OMIM:146500
3,ChEMBL:1009,OMIM:156190
5,ChEMBL:1009,OMIM:184700
1,ChEMBL:1009,OMIM:190310
5,ChEMBL:1009,OMIM:207410
4,ChEMBL:1009,OMIM:208150
1,ChEMBL:1009,OMIM:209010
1,ChEMBL:1009,OMIM:210550
1,ChEMBL:1009,OMIM:225755
1,ChEMBL:1009,OMIM:226300
1,ChEMBL:1009,OMIM:258300
2,ChEMBL:1009,OMIM:261600
1,ChEMBL:1009,OMIM:261630
1,ChEMBL:1009,OMIM:300322
1,ChEMBL:1009,OMIM:300673
1,ChEMBL:1009,OMIM:600263
1,ChEMBL:1009,OMIM:601104
1,ChEMBL:1009,OMIM:601283
3,ChEMBL:1009,OMIM:601367
1,ChEMBL:1009,OMIM:601665
1,ChEMBL:1009,OMIM:602668
2,ChEMBL:1009,OMIM:603165
1,ChEMBL:1009,OMIM:603918
693,ChEMBL:1009,OMIM:606324
1,ChEMBL:1009,OMIM:608446
24,ChEMBL:1009,OMIM:611031
17,ChEMBL:1009,OMIM:611185
4,ChEMBL:1009,OMIM:613658
3,ChEMBL:1009,OMIM:614653
5,ChEMBL:1009,OMIM:615555
1,ChEMBL:1009,OMIM:616577
2,ChEMBL:1009,OMIM:617222
1,ChEMBL:101253,OMIM:207410
1,ChEMBL:101253,OMIM:604201
1,ChEMBL:1013,DOID:10456
1,ChEMBL:1013,DOID:12115
1,ChEMBL:1016,DOID:0050146
10,ChEMBL:1016,DOID:0050524
1,ChEMBL:1016,DOID:0060158
2,ChEMBL:1016,DOID:0060828
1,ChEMBL:1016,DOID:0080208
1,ChEMBL:1016,DOID:0110307
2,ChEMBL:1016,DOID:0110430
2,ChEMBL:1016,DOID:0110750
17,ChEMBL:1016,DOID:10913
2,ChEMBL:1016,DOID:11020
1,ChEMBL:1016,DOID:1287
2,ChEMBL:1016,DOID:13001
1,ChEMBL:1016,DOID:13315
1,ChEMBL:1016,DOID:13730
1,ChEMBL:1016,DOID:224
2,ChEMBL:1016,DOID:2316
2,ChEMBL:1016,DOID:2348
5,ChEMBL:1016,DOID:2370
3,ChEMBL:1016,DOID:2980
1,ChEMBL:1016,DOID:3021
1,ChEMBL:1016,DOID:4724
3,ChEMBL:1016,DOID:576
1,ChEMBL:1016,DOID:783
6,ChEMBL:1016,DOID:784
1,ChEMBL:1016,DOID:8947
3,ChEMBL:1016,DOID:9408
1,ChEMBL:1016,DOID:9651
3,ChEMBL:1016,DOID:9775
1,ChEMBL:1016,DOID:9854
2,ChEMBL:1016,OMIM:120440
1,ChEMBL:1016,OMIM:180210
3,ChEMBL:1016,OMIM:601283
9,ChEMBL:1016,OMIM:601367
5,ChEMBL:1016,OMIM:601665
65,ChEMBL:1016,OMIM:603918
1,ChEMBL:1016,OMIM:604201
3,ChEMBL:1016,OMIM:608901
5,ChEMBL:1016,OMIM:609670
1,ChEMBL:1016,OMIM:612422
6,ChEMBL:1016,OMIM:612633
3,ChEMBL:1016,OMIM:614458
106,ChEMBL:1016,OMIM:617222
3,ChEMBL:1017,DOID:0050306
28,ChEMBL:1017,DOID:0050524
1,ChEMBL:1017,DOID:0050851
1,ChEMBL:1017,DOID:0050855
1,ChEMBL:1017,DOID:0060828
1,ChEMBL:1017,DOID:0080208
1,ChEMBL:1017,DOID:0090105
4,ChEMBL:1017,DOID:0110043
2,ChEMBL:1017,DOID:0110430
1,ChEMBL:1017,DOID:0110750
1,ChEMBL:1017,DOID:10309
1,ChEMBL:1017,DOID:10808
36,ChEMBL:1017,DOID:10913
1,ChEMBL:1017,DOID:11432
1,ChEMBL:1017,DOID:1173
4,ChEMBL:1017,DOID:1287
1,ChEMBL:1017,DOID:224
1,ChEMBL:1017,DOID:2316
4,ChEMBL:1017,DOID:2348
10,ChEMBL:1017,DOID:2370
1,ChEMBL:1017,DOID:2388
1,ChEMBL:1017,DOID:2975
5,ChEMBL:1017,DOID:2980
4,ChEMBL:1017,DOID:4195
1,ChEMBL:1017,DOID:4248
10,ChEMBL:1017,DOID:576
1,ChEMBL:1017,DOID:5937
11,ChEMBL:1017,DOID:784
3,ChEMBL:1017,DOID:9408
1,ChEMBL:1017,DOID:9452
1,ChEMBL:1017,OMIM:172700
1,ChEMBL:1017,OMIM:184700
5,ChEMBL:1017,OMIM:207410
1,ChEMBL:1017,OMIM:209010
1,ChEMBL:1017,OMIM:210550
6,ChEMBL:1017,OMIM:226300
4,ChEMBL:1017,OMIM:601283
9,ChEMBL:1017,OMIM:601367
7,ChEMBL:1017,OMIM:601665
124,ChEMBL:1017,OMIM:603918
4,ChEMBL:1017,OMIM:604201
2,ChEMBL:1017,OMIM:608026
3,ChEMBL:1017,OMIM:608446
2,ChEMBL:1017,OMIM:608809
7,ChEMBL:1017,OMIM:608901
11,ChEMBL:1017,OMIM:612633
1,ChEMBL:1017,OMIM:613806
21,ChEMBL:1017,OMIM:614458
1,ChEMBL:1017,OMIM:615924
2,ChEMBL:1017,OMIM:616577
3,ChEMBL:1017,OMIM:617222
2,ChEMBL:1020,DOID:0110043
1,ChEMBL:1020,DOID:10247
1,ChEMBL:1020,DOID:12387
2,ChEMBL:1020,DOID:1575
1,ChEMBL:1020,DOID:1586
1,ChEMBL:1020,DOID:2841
1,ChEMBL:1020,DOID:676
1,ChEMBL:1020,DOID:7147
1,ChEMBL:1020,DOID:9409
1,ChEMBL:1020,OMIM:208230
2,ChEMBL:1020,OMIM:209010
12,ChEMBL:1020,OMIM:604302
5,ChEMBL:1020,OMIM:608809
3,ChEMBL:1020,OMIM:610839
1,ChEMBL:1023,DOID:0050135
9,ChEMBL:1023,DOID:0110043
1,ChEMBL:1023,DOID:1526
1,ChEMBL:1023,DOID:4832
1,ChEMBL:1023,DOID:863
1,ChEMBL:1023,DOID:9905
1,ChEMBL:1023,OMIM:134610
3,ChEMBL:1023,OMIM:207410
1,ChEMBL:1023,OMIM:601367
1,ChEMBL:1023,OMIM:606324
7,ChEMBL:1023,OMIM:614204
2,ChEMBL:1024,DOID:0050487
1,ChEMBL:1024,DOID:0050661
1,ChEMBL:1024,DOID:0050859
5,ChEMBL:1024,DOID:0110892
2,ChEMBL:1024,DOID:0110901
1,ChEMBL:1024,DOID:11809
1,ChEMBL:1024,DOID:12387
3,ChEMBL:1024,DOID:2570
1,ChEMBL:1024,DOID:2814
2,ChEMBL:1024,DOID:2980
1,ChEMBL:1024,DOID:3021
1,ChEMBL:1024,DOID:319
2,ChEMBL:1024,DOID:783
1,ChEMBL:1024,DOID:784
2,ChEMBL:1024,DOID:8577
1,ChEMBL:1024,OMIM:143880
8,ChEMBL:1024,OMIM:207410
1,ChEMBL:1024,OMIM:210550
1,ChEMBL:1024,OMIM:241530
1,ChEMBL:1024,OMIM:300673
1,ChEMBL:1024,OMIM:308830
1,ChEMBL:1024,OMIM:601665
3,ChEMBL:1024,OMIM:604302
1,ChEMBL:1024,OMIM:608809
2,ChEMBL:1024,OMIM:615605
1,ChEMBL:1024,OMIM:617222
1,ChEMBL:1025,DOID:12269
2,ChEMBL:1027,DOID:0050848
1,ChEMBL:1027,DOID:0060751
1,ChEMBL:1027,DOID:11705
2,ChEMBL:1027,DOID:12858
3,ChEMBL:1027,DOID:1824
2,ChEMBL:1027,DOID:2547
3,ChEMBL:1027,DOID:326
22,ChEMBL:1027,DOID:3327
1,ChEMBL:1027,DOID:3890
1,ChEMBL:1027,DOID:4990
1,ChEMBL:1027,OMIM:184850
1,ChEMBL:1027,OMIM:207410
1,ChEMBL:1027,OMIM:221400
1,ChEMBL:1027,OMIM:254770
1,ChEMBL:1027,OMIM:606840
5,ChEMBL:1027,OMIM:613658
1,ChEMBL:1027,OMIM:613863
1,ChEMBL:1027,OMIM:614653
39,ChEMBL:1027,OMIM:616577
6,ChEMBL:1029,DOID:0070113
1,ChEMBL:1029,DOID:12801
1,ChEMBL:1029,DOID:12802
14,ChEMBL:1029,DOID:14504
2,ChEMBL:1029,DOID:3211
3,ChEMBL:1029,DOID:3321
1,ChEMBL:1029,DOID:863
3,ChEMBL:1029,DOID:9199
1,ChEMBL:1029,OMIM:125320
1,ChEMBL:1029,OMIM:165098
1,ChEMBL:1029,OMIM:190310
6,ChEMBL:1029,OMIM:207410
1,ChEMBL:1029,OMIM:230650
2,ChEMBL:1029,OMIM:231000
1,ChEMBL:1029,OMIM:252650
1,ChEMBL:1029,OMIM:256720
1,ChEMBL:1029,OMIM:261600
3,ChEMBL:1029,OMIM:268800
3,ChEMBL:1029,OMIM:272800
1,ChEMBL:1029,OMIM:601104
9,ChEMBL:1029,OMIM:603855
7,ChEMBL:1029,OMIM:608013
1,ChEMBL:1029,OMIM:614399
3,ChEMBL:1037,OMIM:603918
5,ChEMBL:103,DOID:0060329
1,ChEMBL:103,DOID:0110750
5,ChEMBL:103,DOID:10875
1,ChEMBL:103,DOID:11347
8,ChEMBL:103,DOID:11432
2,ChEMBL:103,DOID:11714
9,ChEMBL:103,DOID:12151
1,ChEMBL:103,DOID:12337
1,ChEMBL:103,DOID:12853
1,ChEMBL:103,DOID:13129
2,ChEMBL:103,DOID:13938
2,ChEMBL:103,DOID:14018
1,ChEMBL:103,DOID:2450
1,ChEMBL:103,DOID:2841
4,ChEMBL:103,DOID:3327
3,ChEMBL:103,DOID:3463
1,ChEMBL:103,DOID:4166
1,ChEMBL:103,DOID:4331
9,ChEMBL:103,DOID:5223
1,ChEMBL:103,DOID:5575
1,ChEMBL:103,DOID:631
2,ChEMBL:103,DOID:727
1,ChEMBL:103,DOID:7998
1,ChEMBL:103,DOID:8435
1,ChEMBL:103,DOID:8544
1,ChEMBL:103,DOID:8577
1,ChEMBL:103,DOID:8615
3,ChEMBL:103,DOID:9667
11,ChEMBL:103,OMIM:184700
2,ChEMBL:103,OMIM:189800
1,ChEMBL:103,OMIM:193007
1,ChEMBL:103,OMIM:204730
2,ChEMBL:103,OMIM:207410
1,ChEMBL:103,OMIM:209010
1,ChEMBL:103,OMIM:259690
1,ChEMBL:103,OMIM:263200
1,ChEMBL:103,OMIM:275000
6,ChEMBL:103,OMIM:601665
1,ChEMBL:103,OMIM:603918
1,ChEMBL:103,OMIM:609620
1,ChEMBL:103,OMIM:609670
1,ChEMBL:103,OMIM:609893
2,ChEMBL:103,OMIM:609939
1,ChEMBL:103,OMIM:609943
2,ChEMBL:103,OMIM:611548
2,ChEMBL:103,OMIM:612594
2,ChEMBL:103,OMIM:613658
1,ChEMBL:103,OMIM:615555
1,ChEMBL:103,OMIM:615889
1,ChEMBL:1042,DOID:0050297
6,ChEMBL:1042,DOID:0050524
1,ChEMBL:1042,DOID:0060030
1,ChEMBL:1042,DOID:0060158
1,ChEMBL:1042,DOID:0110043
5,ChEMBL:1042,DOID:0110750
10,ChEMBL:1042,DOID:0110892
5,ChEMBL:1042,DOID:0110901
4,ChEMBL:1042,DOID:10569
2,ChEMBL:1042,DOID:10573
20,ChEMBL:1042,DOID:10574
1,ChEMBL:1042,DOID:11091
1,ChEMBL:1042,DOID:11202
1,ChEMBL:1042,DOID:11247
1,ChEMBL:1042,DOID:12336
16,ChEMBL:1042,DOID:12465
5,ChEMBL:1042,DOID:13068
1,ChEMBL:1042,DOID:13166
6,ChEMBL:1042,DOID:13189
3,ChEMBL:1042,DOID:13315
1,ChEMBL:1042,DOID:14018
1,ChEMBL:1042,DOID:14476
1,ChEMBL:1042,DOID:1580
1,ChEMBL:1042,DOID:1712
1,ChEMBL:1042,DOID:182
2,ChEMBL:1042,DOID:1969
1,ChEMBL:1042,DOID:2237
1,ChEMBL:1042,DOID:2348
4,ChEMBL:1042,DOID:2370
1,ChEMBL:1042,DOID:2528
6,ChEMBL:1042,DOID:2841
1,ChEMBL:1042,DOID:2957
3,ChEMBL:1042,DOID:2980
2,ChEMBL:1042,DOID:399
2,ChEMBL:1042,DOID:4195
3,ChEMBL:1042,DOID:4481
1,ChEMBL:1042,DOID:5082
2,ChEMBL:1042,DOID:526
1,ChEMBL:1042,DOID:574
2,ChEMBL:1042,DOID:576
4,ChEMBL:1042,DOID:5769
1,ChEMBL:1042,DOID:7147
2,ChEMBL:1042,DOID:783
15,ChEMBL:1042,DOID:784
1,ChEMBL:1042,DOID:7997
2,ChEMBL:1042,DOID:8451
2,ChEMBL:1042,DOID:8765
1,ChEMBL:1042,DOID:8947
3,ChEMBL:1042,DOID:9761
1,ChEMBL:1042,OMIM:120440
1,ChEMBL:1042,OMIM:134610
1,ChEMBL:1042,OMIM:143880
9,ChEMBL:1042,OMIM:146200
1,ChEMBL:1042,OMIM:146800
2,ChEMBL:1042,OMIM:170650
1,ChEMBL:1042,OMIM:184700
2,ChEMBL:1042,OMIM:189800
7,ChEMBL:1042,OMIM:193100
3,ChEMBL:1042,OMIM:193200
37,ChEMBL:1042,OMIM:204730
8,ChEMBL:1042,OMIM:207410
1,ChEMBL:1042,OMIM:209010
2,ChEMBL:1042,OMIM:210550
1,ChEMBL:1042,OMIM:220500
1,ChEMBL:1042,OMIM:233810
1,ChEMBL:1042,OMIM:255110
1,ChEMBL:1042,OMIM:256300
4,ChEMBL:1042,OMIM:259690
2,ChEMBL:1042,OMIM:263200
28,ChEMBL:1042,OMIM:264700
1,ChEMBL:1042,OMIM:300148
8,ChEMBL:1042,OMIM:600166
5,ChEMBL:1042,OMIM:601665
1,ChEMBL:1042,OMIM:601894
2,ChEMBL:1042,OMIM:603165
2,ChEMBL:1042,OMIM:603855
2,ChEMBL:1042,OMIM:603918
1,ChEMBL:1042,OMIM:604302
3,ChEMBL:1042,OMIM:604771
1,ChEMBL:1042,OMIM:606963
1,ChEMBL:1042,OMIM:608901
1,ChEMBL:1042,OMIM:609754
1,ChEMBL:1042,OMIM:609820
1,ChEMBL:1042,OMIM:609893
4,ChEMBL:1042,OMIM:609939
1,ChEMBL:1042,OMIM:610753
3,ChEMBL:1042,OMIM:612388
6,ChEMBL:1042,OMIM:612594
3,ChEMBL:1042,OMIM:612633
36,ChEMBL:1042,OMIM:614204
2,ChEMBL:1042,OMIM:614458
1,ChEMBL:1042,OMIM:615605
10,ChEMBL:1042,OMIM:616577
1,ChEMBL:1042,OMIM:616744
1,ChEMBL:1042,OMIM:616947
3,ChEMBL:1042,OMIM:617222
2,ChEMBL:1042,OMIM:617638
5,ChEMBL:1043,DOID:0050169
2,ChEMBL:1043,DOID:0050185
1,ChEMBL:1043,DOID:0050221
1,ChEMBL:1043,DOID:0050378
1,ChEMBL:1043,DOID:0050456
13,ChEMBL:1043,DOID:0050487
9,ChEMBL:1043,DOID:0060030
6,ChEMBL:1043,DOID:0060567
9,ChEMBL:1043,DOID:0060851
1,ChEMBL:1043,DOID:0090031
2,ChEMBL:1043,DOID:0110892
2,ChEMBL:1043,DOID:10223
2,ChEMBL:1043,DOID:1023
1,ChEMBL:1043,DOID:1025
1,ChEMBL:1043,DOID:104
2,ChEMBL:1043,DOID:10604
25,ChEMBL:1043,DOID:10887
7,ChEMBL:1043,DOID:11123
2,ChEMBL:1043,DOID:11261
21,ChEMBL:1043,DOID:11339
9,ChEMBL:1043,DOID:11656
1,ChEMBL:1043,DOID:12211
24,ChEMBL:1043,DOID:12365
6,ChEMBL:1043,DOID:12651
3,ChEMBL:1043,DOID:12978
1,ChEMBL:1043,DOID:13078
9,ChEMBL:1043,DOID:13375
1,ChEMBL:1043,DOID:13452
1,ChEMBL:1043,DOID:13579
1,ChEMBL:1043,DOID:13720
1,ChEMBL:1043,DOID:1395
23,ChEMBL:1043,DOID:14067
1,ChEMBL:1043,DOID:14287
10,ChEMBL:1043,DOID:14476
3,ChEMBL:1043,DOID:1526
1,ChEMBL:1043,DOID:1575
3,ChEMBL:1043,DOID:1587
8,ChEMBL:1043,DOID:2556
1,ChEMBL:1043,DOID:2756
1,ChEMBL:1043,DOID:2789
2,ChEMBL:1043,DOID:2841
2,ChEMBL:1043,DOID:2862
3,ChEMBL:1043,DOID:2914
1,ChEMBL:1043,DOID:2960
1,ChEMBL:1043,DOID:3488
5,ChEMBL:1043,DOID:3777
6,ChEMBL:1043,DOID:399
2,ChEMBL:1043,DOID:4223
5,ChEMBL:1043,DOID:4313
2,ChEMBL:1043,DOID:4447
6,ChEMBL:1043,DOID:526
1,ChEMBL:1043,DOID:558
1,ChEMBL:1043,DOID:6050
1,ChEMBL:1043,DOID:626
4,ChEMBL:1043,DOID:635
1,ChEMBL:1043,DOID:8458
1,ChEMBL:1043,DOID:8502
12,ChEMBL:1043,DOID:8506
7,ChEMBL:1043,DOID:8508
3,ChEMBL:1043,DOID:853
6,ChEMBL:1043,DOID:8553
1,ChEMBL:1043,DOID:8577
3,ChEMBL:1043,DOID:865
5,ChEMBL:1043,DOID:8857
1,ChEMBL:1043,DOID:8881
26,ChEMBL:1043,DOID:8924
2,ChEMBL:1043,DOID:8925
1,ChEMBL:1043,DOID:9076
6,ChEMBL:1043,DOID:9111
9,ChEMBL:1043,DOID:9182
1,ChEMBL:1043,DOID:9279
1,ChEMBL:1043,DOID:9385
17,ChEMBL:1043,DOID:9761
1,ChEMBL:1043,DOID:9795
5,ChEMBL:1043,DOID:9809
1,ChEMBL:1043,DOID:9810
1,ChEMBL:1043,DOID:984
1,ChEMBL:1043,DOID:9965
1,ChEMBL:1043,OMIM:107320
1,ChEMBL:1043,OMIM:132990
4,ChEMBL:1043,OMIM:137560
22,ChEMBL:1043,OMIM:142690
6,ChEMBL:1043,OMIM:151620
1,ChEMBL:1043,OMIM:155900
6,ChEMBL:1043,OMIM:164185
2,ChEMBL:1043,OMIM:169600
2,ChEMBL:1043,OMIM:188030
3,ChEMBL:1043,OMIM:191950
1,ChEMBL:1043,OMIM:206300
24,ChEMBL:1043,OMIM:207410
1,ChEMBL:1043,OMIM:221400
1,ChEMBL:1043,OMIM:226350
4,ChEMBL:1043,OMIM:233600
2,ChEMBL:1043,OMIM:241600
1,ChEMBL:1043,OMIM:250800
1,ChEMBL:1043,OMIM:260910
1,ChEMBL:1043,OMIM:269800
1,ChEMBL:1043,OMIM:280000
5,ChEMBL:1043,OMIM:300455
51,ChEMBL:1043,OMIM:601230
2,ChEMBL:1043,OMIM:601367
1,ChEMBL:1043,OMIM:601665
1,ChEMBL:1043,OMIM:603165
3,ChEMBL:1043,OMIM:603671
1,ChEMBL:1043,OMIM:603806
1,ChEMBL:1043,OMIM:604173
13,ChEMBL:1043,OMIM:604302
1,ChEMBL:1043,OMIM:607656
3,ChEMBL:1043,OMIM:608068
1,ChEMBL:1043,OMIM:609754
4,ChEMBL:1043,OMIM:609939
3,ChEMBL:1043,OMIM:610753
112,ChEMBL:1043,OMIM:610988
1,ChEMBL:1043,OMIM:612300
1,ChEMBL:1043,OMIM:612445
1,ChEMBL:1043,OMIM:612633
2,ChEMBL:1043,OMIM:613658
1,ChEMBL:1043,OMIM:613806
5,ChEMBL:1043,OMIM:614204
1,ChEMBL:1043,OMIM:614458
5,ChEMBL:1043,OMIM:616744
1,ChEMBL:1043,OMIM:617638
1,ChEMBL:1044,DOID:13413
3,ChEMBL:1044,DOID:783
1,ChEMBL:1044,DOID:784
1,ChEMBL:1044,OMIM:261600
1,ChEMBL:1044,OMIM:604302
1,ChEMBL:1044,OMIM:608809
1,ChEMBL:1046,DOID:0050859
3,ChEMBL:1046,DOID:0060692
1,ChEMBL:1046,DOID:10273
2,ChEMBL:1046,DOID:10941
1,ChEMBL:1046,DOID:11873
4,ChEMBL:1046,DOID:1247
1,ChEMBL:1046,DOID:2213
1,ChEMBL:1046,DOID:2230
1,ChEMBL:1046,DOID:8458
1,ChEMBL:1046,OMIM:141000
1,ChEMBL:1046,OMIM:207410
1,ChEMBL:1046,OMIM:256300
1,ChEMBL:1046,OMIM:273800
1,ChEMBL:1046,OMIM:306900
1,ChEMBL:1046,OMIM:605432
2,ChEMBL:104,DOID:0050129
12,ChEMBL:104,DOID:0050135
13,ChEMBL:104,DOID:0050147
1,ChEMBL:104,DOID:0050153
2,ChEMBL:104,DOID:0050282
1,ChEMBL:104,DOID:0050343
1,ChEMBL:104,DOID:0050396
2,ChEMBL:104,DOID:0080161
1,ChEMBL:104,DOID:10516
4,ChEMBL:104,DOID:10923
5,ChEMBL:104,DOID:11917
1,ChEMBL:104,DOID:11943
5,ChEMBL:104,DOID:12179
16,ChEMBL:104,DOID:12403
1,ChEMBL:104,DOID:1287
1,ChEMBL:104,DOID:13146
2,ChEMBL:104,DOID:13166
1,ChEMBL:104,DOID:13368
23,ChEMBL:104,DOID:14262
9,ChEMBL:104,DOID:1563
4,ChEMBL:104,DOID:1947
3,ChEMBL:104,DOID:2058
5,ChEMBL:104,DOID:2170
3,ChEMBL:104,DOID:2271
24,ChEMBL:104,DOID:2272
3,ChEMBL:104,DOID:3385
1,ChEMBL:104,DOID:8615
2,ChEMBL:104,DOID:8741
3,ChEMBL:104,DOID:8906
11,ChEMBL:104,DOID:8913
9,ChEMBL:104,DOID:9060
1,ChEMBL:104,DOID:9111
1,ChEMBL:104,DOID:9385
1,ChEMBL:104,DOID:9637
2,ChEMBL:104,OMIM:207410
8,ChEMBL:104,OMIM:300455
1,ChEMBL:104,OMIM:603165
3,ChEMBL:104,OMIM:604302
12,ChEMBL:104,OMIM:607644
1,ChEMBL:104,OMIM:613658
7,ChEMBL:104,OMIM:614079
1,ChEMBL:1051,DOID:0050524
3,ChEMBL:1051,DOID:0050593
48,ChEMBL:1051,DOID:1066
74,ChEMBL:1051,DOID:1070
1,ChEMBL:1051,DOID:1248
23,ChEMBL:1051,DOID:13544
5,ChEMBL:1051,DOID:1405
12,ChEMBL:1051,DOID:14445
2,ChEMBL:1051,DOID:2841
5,ChEMBL:1051,DOID:4447
1,ChEMBL:1051,DOID:4758
17,ChEMBL:1051,DOID:790
1,ChEMBL:1051,DOID:8947
125,ChEMBL:1051,DOID:9282
